run_id,train_size,seed,image_id,tp,fp,fn,precision_standard,recall_standard,f1_standard,precision_legacy,recall_legacy,f1_legacy,result_image
baseline_B0_gaussian_threshold,0,0,211,2372,60622,124,0.0376543798,0.9503205128,0.0724385402,0.0376543798,0.9503205128,0.0724385402,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00211.png
baseline_B0_gaussian_threshold,0,0,212,3041,77080,298,0.0379550929,0.9107517221,0.0728732327,0.0379550929,0.9107517221,0.0728732327,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00212.png
baseline_B0_gaussian_threshold,0,0,213,928,44663,87,0.0203548946,0.9142857143,0.0398231987,0.0203548946,0.9142857143,0.0398231987,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00213.png
baseline_B0_gaussian_threshold,0,0,214,3002,59178,370,0.0482791894,0.8902728351,0.0915914083,0.0482791894,0.8902728351,0.0915914083,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00214.png
baseline_B0_gaussian_threshold,0,0,215,719,85629,66,0.0083267707,0.9159235669,0.0165035061,0.0083267707,0.9159235669,0.0165035061,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00215.png
baseline_B0_gaussian_threshold,0,0,216,4259,73978,526,0.0544371589,0.8900731452,0.1025993110,0.0544371589,0.8900731452,0.1025993110,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00216.png
baseline_B0_gaussian_threshold,0,0,217,1728,68610,136,0.0245670903,0.9270386266,0.0478657101,0.0245670903,0.9270386266,0.0478657101,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00217.png
baseline_B0_gaussian_threshold,0,0,218,2060,59229,534,0.0336112516,0.7941403238,0.0644929011,0.0336112516,0.7941403238,0.0644929011,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00218.png
baseline_B0_gaussian_threshold,0,0,219,3246,46902,209,0.0647284039,0.9395079595,0.1211126243,0.0647284039,0.9395079595,0.1211126243,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00219.png
baseline_B0_gaussian_threshold,0,0,220,1347,47047,46,0.0278340290,0.9669777459,0.0541105108,0.0278340290,0.9669777459,0.0541105108,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00220.png
baseline_B0_gaussian_threshold,0,0,221,6909,59774,346,0.1036096156,0.9523087526,0.1868863102,0.1036096156,0.9523087526,0.1868863102,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00221.png
baseline_B0_gaussian_threshold,0,0,222,3110,59611,264,0.0495846686,0.9217545940,0.0941069672,0.0495846686,0.9217545940,0.0941069672,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00222.png
baseline_B0_gaussian_threshold,0,0,223,1005,62497,46,0.0158262732,0.9562321598,0.0311372051,0.0158262732,0.9562321598,0.0311372051,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00223.png
baseline_B0_gaussian_threshold,0,0,224,4617,44165,414,0.0946455660,0.9177101968,0.1715942244,0.0946455660,0.9177101968,0.1715942244,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00224.png
baseline_B0_gaussian_threshold,0,0,225,3617,50124,494,0.0673042928,0.8798345901,0.1250432137,0.0673042928,0.8798345901,0.1250432137,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00225.png
baseline_B0_gaussian_threshold,0,0,226,653,59564,36,0.0108441138,0.9477503628,0.0214428792,0.0108441138,0.9477503628,0.0214428792,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00226.png
baseline_B0_gaussian_threshold,0,0,227,3356,55904,546,0.0566317921,0.8600717581,0.1062664260,0.0566317921,0.8600717581,0.1062664260,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00227.png
baseline_B0_gaussian_threshold,0,0,228,3601,45196,357,0.0737955202,0.9098029308,0.1365178656,0.0737955202,0.9098029308,0.1365178656,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00228.png
baseline_B0_gaussian_threshold,0,0,229,4115,53213,868,0.0717799330,0.8258077463,0.1320794081,0.0717799330,0.8258077463,0.1320794081,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00229.png
baseline_B0_gaussian_threshold,0,0,230,3304,43975,372,0.0698830348,0.8988030468,0.1296830537,0.0698830348,0.8988030468,0.1296830537,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00230.png
baseline_B0_gaussian_threshold,0,0,231,3764,44213,406,0.0784542593,0.9026378897,0.1443611330,0.0784542593,0.9026378897,0.1443611330,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00231.png
baseline_B0_gaussian_threshold,0,0,232,1102,24335,261,0.0433227189,0.8085106383,0.0822388060,0.0433227189,0.8085106383,0.0822388060,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00232.png
baseline_B0_gaussian_threshold,0,0,233,2235,30087,371,0.0691479488,0.8576362241,0.1279775538,0.0691479488,0.8576362241,0.1279775538,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00233.png
baseline_B0_gaussian_threshold,0,0,234,3249,41023,230,0.0733872425,0.9338890486,0.1360809198,0.0733872425,0.9338890486,0.1360809198,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00234.png
baseline_B0_gaussian_threshold,0,0,235,2439,47380,405,0.0489572252,0.8575949367,0.0926267019,0.0489572252,0.8575949367,0.0926267019,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00235.png
baseline_B0_gaussian_threshold,0,0,236,9025,53038,1049,0.1454167539,0.8958705579,0.2502183346,0.1454167539,0.8958705579,0.2502183346,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00236.png
baseline_B0_gaussian_threshold,0,0,237,3833,34461,449,0.1000940095,0.8951424568,0.1800544908,0.1000940095,0.8951424568,0.1800544908,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00237.png
baseline_B0_gaussian_threshold,0,0,238,2589,45476,202,0.0538645584,0.9276245073,0.1018168948,0.0538645584,0.9276245073,0.1018168948,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00238.png
baseline_B0_gaussian_threshold,0,0,239,2561,22005,227,0.1042497761,0.9185796270,0.1872486656,0.1042497761,0.9185796270,0.1872486656,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00239.png
baseline_B0_gaussian_threshold,0,0,240,3729,21568,573,0.1474087837,0.8668061367,0.2519679719,0.1474087837,0.8668061367,0.2519679719,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00240.png
baseline_B0_gaussian_threshold,0,0,241,2797,20894,271,0.1180617112,0.9116688396,0.2090511604,0.1180617112,0.9116688396,0.2090511604,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00241.png
baseline_B0_gaussian_threshold,0,0,242,1837,27419,206,0.0627905387,0.8991678904,0.1173839420,0.0627905387,0.8991678904,0.1173839420,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00242.png
baseline_B0_gaussian_threshold,0,0,243,2897,54738,229,0.0502645962,0.9267434421,0.0953572193,0.0502645962,0.9267434421,0.0953572193,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00243.png
baseline_B0_gaussian_threshold,0,0,244,1827,46156,431,0.0380759852,0.8091231178,0.0727294441,0.0380759852,0.8091231178,0.0727294441,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00244.png
baseline_B0_gaussian_threshold,0,0,245,1848,45731,315,0.0388406650,0.8543689320,0.0743034056,0.0388406650,0.8543689320,0.0743034056,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00245.png
baseline_B0_gaussian_threshold,0,0,246,1294,26893,175,0.0459076879,0.8808713410,0.0872673321,0.0459076879,0.8808713410,0.0872673321,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00246.png
baseline_B0_gaussian_threshold,0,0,247,760,23625,228,0.0311667008,0.7692307692,0.0599061995,0.0311667008,0.7692307692,0.0599061995,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00247.png
baseline_B0_gaussian_threshold,0,0,248,1649,27411,217,0.0567446662,0.8837084673,0.1066416607,0.0567446662,0.8837084673,0.1066416607,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00248.png
baseline_B0_gaussian_threshold,0,0,249,1213,26732,201,0.0434066917,0.8578500707,0.0826322422,0.0434066917,0.8578500707,0.0826322422,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00249.png
baseline_B0_gaussian_threshold,0,0,250,1687,34637,223,0.0464431230,0.8832460733,0.0882460637,0.0464431230,0.8832460733,0.0882460637,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00250.png
baseline_B0_gaussian_threshold,0,0,251,1217,86631,163,0.0138534742,0.8818840580,0.0272784328,0.0138534742,0.8818840580,0.0272784328,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00251.png
baseline_B0_gaussian_threshold,0,0,252,2616,24733,488,0.0956524919,0.8427835052,0.1718057334,0.0956524919,0.8427835052,0.1718057334,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00252.png
baseline_B0_gaussian_threshold,0,0,253,1449,34196,301,0.0406508627,0.8280000000,0.0774969916,0.0406508627,0.8280000000,0.0774969916,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00253.png
baseline_B0_gaussian_threshold,0,0,254,1275,21916,414,0.0549782243,0.7548845471,0.1024919614,0.0549782243,0.7548845471,0.1024919614,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00254.png
baseline_B0_gaussian_threshold,0,0,255,1606,23054,322,0.0651257097,0.8329875519,0.1208063788,0.0651257097,0.8329875519,0.1208063788,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00255.png
baseline_B0_gaussian_threshold,0,0,256,1589,31710,423,0.0477191507,0.7897614314,0.0900002832,0.0477191507,0.7897614314,0.0900002832,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00256.png
baseline_B0_gaussian_threshold,0,0,257,2307,24632,193,0.0856379227,0.9228000000,0.1567308672,0.0856379227,0.9228000000,0.1567308672,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00257.png
baseline_B0_gaussian_threshold,0,0,258,2202,33812,299,0.0611428889,0.8804478209,0.1143450604,0.0611428889,0.8804478209,0.1143450604,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00258.png
baseline_B0_gaussian_threshold,0,0,259,2116,28630,326,0.0688219606,0.8665028665,0.1275159696,0.0688219606,0.8665028665,0.1275159696,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00259.png
baseline_B0_gaussian_threshold,0,0,260,1464,25609,46,0.0540760167,0.9695364238,0.1024385124,0.0540760167,0.9695364238,0.1024385124,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00260.png
baseline_B0_gaussian_threshold,0,0,261,882,30007,73,0.0285538541,0.9235602094,0.0553950509,0.0285538541,0.9235602094,0.0553950509,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00261.png
baseline_B0_gaussian_threshold,0,0,262,2335,29257,74,0.0739111167,0.9692818597,0.1373489015,0.0739111167,0.9692818597,0.1373489015,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00262.png
baseline_B0_gaussian_threshold,0,0,263,1394,46580,67,0.0290574061,0.9541409993,0.0563972894,0.0290574061,0.9541409993,0.0563972894,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00263.png
baseline_B0_gaussian_threshold,0,0,264,1514,27381,140,0.0523966084,0.9153567110,0.0991194474,0.0523966084,0.9153567110,0.0991194474,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00264.png
baseline_B0_gaussian_threshold,0,0,265,2672,34924,152,0.0710713906,0.9461756374,0.1322117763,0.0710713906,0.9461756374,0.1322117763,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00265.png
baseline_B0_gaussian_threshold,0,0,266,3054,28177,520,0.0977874548,0.8545047566,0.1754920270,0.0977874548,0.8545047566,0.1754920270,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00266.png
baseline_B0_gaussian_threshold,0,0,267,1583,25502,35,0.0584456341,0.9783683560,0.1103020590,0.0584456341,0.9783683560,0.1103020590,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00267.png
baseline_B0_gaussian_threshold,0,0,268,1881,28685,314,0.0615389649,0.8569476082,0.1148316596,0.0615389649,0.8569476082,0.1148316596,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00268.png
baseline_B0_gaussian_threshold,0,0,269,1491,23992,218,0.0585095946,0.8724400234,0.1096646072,0.0585095946,0.8724400234,0.1096646072,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00269.png
baseline_B0_gaussian_threshold,0,0,270,2952,31510,410,0.0856595671,0.8780487805,0.1560913706,0.0856595671,0.8780487805,0.1560913706,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00270.png
baseline_B0_gaussian_threshold,0,0,271,1349,30716,67,0.0420707937,0.9526836158,0.0805830172,0.0420707937,0.9526836158,0.0805830172,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00271.png
baseline_B0_gaussian_threshold,0,0,272,992,32242,24,0.0298489499,0.9763779528,0.0579270073,0.0298489499,0.9763779528,0.0579270073,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00272.png
baseline_B0_gaussian_threshold,0,0,273,1636,22449,61,0.0679260951,0.9640542133,0.1269102475,0.0679260951,0.9640542133,0.1269102475,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00273.png
baseline_B0_gaussian_threshold,0,0,274,1943,36139,121,0.0510214800,0.9413759690,0.0967966921,0.0510214800,0.9413759690,0.0967966921,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00274.png
baseline_B0_gaussian_threshold,0,0,275,629,31602,36,0.0195153734,0.9458646617,0.0382417315,0.0195153734,0.9458646617,0.0382417315,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00275.png
baseline_B0_gaussian_threshold,0,0,276,1350,24287,67,0.0526582673,0.9527170078,0.0998003992,0.0526582673,0.9527170078,0.0998003992,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00276.png
baseline_B0_gaussian_threshold,0,0,277,743,43083,41,0.0169534067,0.9477040816,0.0333109168,0.0169534067,0.9477040816,0.0333109168,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00277.png
baseline_B0_gaussian_threshold,0,0,278,1208,23924,174,0.0480662104,0.8740955137,0.0911216716,0.0480662104,0.8740955137,0.0911216716,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00278.png
baseline_B0_gaussian_threshold,0,0,279,817,38868,98,0.0205871236,0.8928961749,0.0402463054,0.0205871236,0.8928961749,0.0402463054,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00279.png
baseline_B0_gaussian_threshold,0,0,280,1315,34523,47,0.0366928958,0.9654919236,0.0706989247,0.0366928958,0.9654919236,0.0706989247,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00280.png
baseline_B0_gaussian_threshold,0,0,281,701,31160,33,0.0220018204,0.9550408719,0.0430127320,0.0220018204,0.9550408719,0.0430127320,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00281.png
baseline_B0_gaussian_threshold,0,0,282,1056,35482,76,0.0289014177,0.9328621908,0.0560658349,0.0289014177,0.9328621908,0.0560658349,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00282.png
baseline_B0_gaussian_threshold,0,0,283,7008,9344,542,0.4285714286,0.9282119205,0.5863944440,0.4285714286,0.9282119205,0.5863944440,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00283.png
baseline_B0_gaussian_threshold,0,0,284,8972,12751,366,0.4130184597,0.9608053116,0.5777019413,0.4130184597,0.9608053116,0.5777019413,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00284.png
baseline_B0_gaussian_threshold,0,0,285,7513,15810,560,0.3221283711,0.9306329741,0.4785959995,0.3221283711,0.9306329741,0.4785959995,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00285.png
baseline_B0_gaussian_threshold,0,0,286,20283,19510,2162,0.5097127636,0.9036756516,0.6517882965,0.5097127636,0.9036756516,0.6517882965,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00286.png
baseline_B0_gaussian_threshold,0,0,287,2399,101947,338,0.0229908190,0.8765071246,0.0448063652,0.0229908190,0.8765071246,0.0448063652,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00287.png
baseline_B0_gaussian_threshold,0,0,288,3238,93882,463,0.0333401977,0.8748986760,0.0642326499,0.0333401977,0.8748986760,0.0642326499,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00288.png
baseline_B0_gaussian_threshold,0,0,289,7049,88064,500,0.0741118459,0.9337660617,0.1373244238,0.0741118459,0.9337660617,0.1373244238,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00289.png
baseline_B0_gaussian_threshold,0,0,290,7230,92614,407,0.0724129642,0.9467068221,0.1345354063,0.0724129642,0.9467068221,0.1345354063,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00290.png
baseline_B0_gaussian_threshold,0,0,291,3998,28014,704,0.1248906660,0.8502764781,0.2177915781,0.1248906660,0.8502764781,0.2177915781,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00291.png
baseline_B0_gaussian_threshold,0,0,292,6260,27354,703,0.1862319272,0.8990377711,0.3085491781,0.1862319272,0.8990377711,0.3085491781,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00292.png
baseline_B0_gaussian_threshold,0,0,293,3123,25250,342,0.1100694322,0.9012987013,0.1961806646,0.1100694322,0.9012987013,0.1961806646,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00293.png
baseline_B0_gaussian_threshold,0,0,294,1099,19392,354,0.0536333024,0.7563661390,0.1001640540,0.0536333024,0.7563661390,0.1001640540,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00294.png
baseline_B0_gaussian_threshold,0,0,295,767,16538,1504,0.0443224502,0.3377366799,0.0783612587,0.0443224502,0.3377366799,0.0783612587,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00295.png
baseline_B0_gaussian_threshold,0,0,296,9753,131265,1222,0.0691613837,0.8886560364,0.1283348575,0.0691613837,0.8886560364,0.1283348575,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00296.png
baseline_B0_gaussian_threshold,0,0,297,19162,109097,2219,0.1494008218,0.8962162668,0.2561079925,0.1494008218,0.8962162668,0.2561079925,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00297.png
baseline_B0_gaussian_threshold,0,0,298,13622,119251,2906,0.1025189467,0.8241771539,0.1823548704,0.1025189467,0.8241771539,0.1823548704,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00298.png
baseline_B0_gaussian_threshold,0,0,299,11430,116360,2940,0.0894436184,0.7954070981,0.1608047271,0.0894436184,0.7954070981,0.1608047271,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00299.png
baseline_B0_gaussian_threshold,0,0,300,9739,59768,1706,0.1401153841,0.8509392748,0.2406117205,0.1401153841,0.8509392748,0.2406117205,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00300.png
baseline_B0_gaussian_threshold,0,0,301,8658,62687,2888,0.1213539842,0.7498700849,0.2089008457,0.1213539842,0.7498700849,0.2089008457,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00301.png
baseline_B0_gaussian_threshold,0,0,302,13620,54426,4200,0.2001587162,0.7643097643,0.3172384879,0.2001587162,0.7643097643,0.3172384879,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00302.png
baseline_B0_gaussian_threshold,0,0,303,7345,51920,1668,0.1239348688,0.8149339842,0.2151498286,0.1239348688,0.8149339842,0.2151498286,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00303.png
baseline_B0_gaussian_threshold,0,0,304,10939,54492,1380,0.1671837508,0.8879779203,0.2813890675,0.1671837508,0.8879779203,0.2813890675,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00304.png
baseline_B0_gaussian_threshold,0,0,305,7417,47616,432,0.1347736812,0.9449611415,0.2359021660,0.1347736812,0.9449611415,0.2359021660,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00305.png
baseline_B0_gaussian_threshold,0,0,306,13669,43430,1596,0.2393912328,0.8954471012,0.3777845337,0.2393912328,0.8954471012,0.3777845337,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00306.png
baseline_B0_gaussian_threshold,0,0,307,7894,37314,976,0.1746151124,0.8899661781,0.2919486667,0.1746151124,0.8899661781,0.2919486667,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00307.png
baseline_B0_gaussian_threshold,0,0,308,9343,100984,786,0.0846846194,0.9224010268,0.1551271834,0.0846846194,0.9224010268,0.1551271834,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00308.png
baseline_B0_gaussian_threshold,0,0,309,2744,48542,1825,0.0535038802,0.6005690523,0.0982544087,0.0535038802,0.6005690523,0.0982544087,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00309.png
baseline_B0_gaussian_threshold,0,0,310,12272,81235,784,0.1312415113,0.9399509804,0.2303238460,0.1312415113,0.9399509804,0.2303238460,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00310.png
baseline_B0_gaussian_threshold,0,0,311,7659,50449,1399,0.1318062917,0.8455508942,0.2280618170,0.1318062917,0.8455508942,0.2280618170,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00311.png
baseline_B0_gaussian_threshold,0,0,312,2641,49221,699,0.0509236050,0.7907185629,0.0956849390,0.0509236050,0.7907185629,0.0956849390,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00312.png
baseline_B0_gaussian_threshold,0,0,313,5160,53889,466,0.0873850531,0.9171702808,0.1595670661,0.0873850531,0.9171702808,0.1595670661,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00313.png
baseline_B0_gaussian_threshold,0,0,314,3598,59004,383,0.0574742021,0.9037930168,0.1080756349,0.0574742021,0.9037930168,0.1080756349,./imgs_0710_2026_v1/output/traditional_baseline/primary200/resImgs/baseline_B0_gaussian_threshold_primary200_crack_00314.png
