label,train_size,generations,pop_size,max_depth,use_cuda,use_fused_metrics,enable_cc_filter,week01_enable_ga,week01_enable_pruning,random_seed,total_sec,sec_per_gen,gen_per_min,final_elite_sum,final_elite_mean,elite_drop_count,cal_score_calls,cal_score_total_sec,cal_score_avg_sec,getcur_calls,getcur_total_sec,getcur_avg_sec,ga_trigger,ga_success,ga_fail,ga_blocked,ga_empty,ga_total_sec,ga_avg_trigger_sec,ga_max_trigger_sec,prune_attempt,prune_success,prune_fail,prune_total_sec
TS20_PRUNING_GA_G1000_SEED42_LOWMEMGA,20,1000,100,13,1,1,1,1,1,42,35127.6,35.1276,1.70806,9.30113,0.465057,0,159198,35123.8,0.220629,1023,24571.2,24.0188,5,5,0,952,0,3753.5,750.7,971.447,198,18,180,61.938
