label,train_size,generations,pop_size,max_depth,use_cuda,use_fused_metrics,enable_cc_filter,week01_enable_ga,week01_enable_pruning,random_seed,total_sec,sec_per_gen,gen_per_min,final_elite_sum,final_elite_mean,elite_drop_count,cal_score_calls,cal_score_total_sec,cal_score_avg_sec,getcur_calls,getcur_total_sec,getcur_avg_sec,ga_trigger,ga_success,ga_fail,ga_blocked,ga_empty,ga_total_sec,ga_avg_trigger_sec,ga_max_trigger_sec,prune_attempt,prune_success,prune_fail,prune_total_sec
TS20_GA_G1000_SEED42_LOWMEMGA,20,1000,100,13,1,1,1,1,0,42,14493.1,14.4931,4.13989,11.1194,0.555968,0,157087,14490.7,0.0922466,1005,10008.6,9.9588,5,5,0,716,0,843.261,168.652,447.646,0,0,0,0
