label,train_size,generations,pop_size,max_depth,use_cuda,use_fused_metrics,enable_cc_filter,week01_enable_ga,week01_enable_pruning,random_seed,total_sec,sec_per_gen,gen_per_min,final_elite_sum,final_elite_mean,elite_drop_count,cal_score_calls,cal_score_total_sec,cal_score_avg_sec,getcur_calls,getcur_total_sec,getcur_avg_sec,ga_trigger,ga_success,ga_fail,ga_blocked,ga_empty,ga_total_sec,ga_avg_trigger_sec,ga_max_trigger_sec,prune_attempt,prune_success,prune_fail,prune_total_sec
week02_TS05_GP_G10000_seed45,5,10000,100,13,1,1,1,0,0,45,83366.4,8.33664,7.19715,3.22821,0.645642,0,1417986,83344.8,0.0587769,10000,61958.7,6.19587,0,0,0,0,0,0,0,0,0,0,0,0
