baseline_id,stage,candidate_id,gaussian_k,gaussian_sigma,median_k,canny_t1,canny_t2,sobel_k,threshold,erode_r,dilate_r,cc_area,cc_aspect,mean_f1,std_f1,min_f1,max_f1,mean_precision,mean_recall,invalid_images,elapsed_sec,stage_winner,final_winner
B2,stage1_detector,181,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518065510,0.0453271917,0.0108681485,0.1480478789,0.0271643447,0.9985926639,0,0.0563839000,0,0
B2,stage1_detector,182,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000246488,0.0001074414,0.0000000000,0.0004929751,0.0500000000,0.0000123274,0,0.0413216000,0,0
B2,stage1_detector,183,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0023395370,0.0037536817,0.0000000000,0.0117956370,0.2231769096,0.0011775405,0,0.0403166000,0,0
B2,stage1_detector,184,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0269482661,0.0327977988,0.0000000000,0.1173462522,0.2673124146,0.0175135327,0,0.0390344000,0,0
B2,stage1_detector,185,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0448787310,0.0602216787,0.0000000000,0.2311519809,0.2406876448,0.0406258435,0,0.0384805000,0,0
B2,stage1_detector,186,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0609184182,0.0893454134,0.0000000000,0.3099232982,0.2232371647,0.0654337589,0,0.0424077000,0,0
B2,stage1_detector,187,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0779120388,0.1172133441,0.0003213415,0.3750783074,0.1942345080,0.1079620128,0,0.0448018000,0,0
B2,stage1_detector,188,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0980154630,0.1482678948,0.0008040090,0.4572431233,0.1587771471,0.2011751351,0,0.0498256000,0,0
B2,stage1_detector,189,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1042094769,0.1583409433,0.0017563468,0.4845274357,0.1234797718,0.3102592483,0,0.0519137000,1,0
B2,stage1_detector,190,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0985137829,0.1499058028,0.0035977712,0.4451431918,0.0831649406,0.4886863444,0,0.0505038000,0,0
B2,stage1_detector,191,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0895802132,0.1320312320,0.0041971466,0.4057717983,0.0652609735,0.5700176942,0,0.0505958000,0,0
B2,stage1_detector,192,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0368380000,0,0
B2,stage1_detector,193,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0387656000,0,0
B2,stage1_detector,194,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0399490000,0,0
B2,stage1_detector,195,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0397996000,0,0
B2,stage1_detector,196,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0383495000,0,0
B2,stage1_detector,197,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000246488,0.0001074414,0.0000000000,0.0004929751,0.0500000000,0.0000123274,0,0.0393509000,0,0
B2,stage1_detector,198,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0003611104,0.0007561269,0.0000000000,0.0022847351,0.1708333333,0.0001807505,0,0.0396614000,0,0
B2,stage1_detector,199,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0019725643,0.0030030362,0.0000000000,0.0098157764,0.2532008869,0.0009908065,0,0.0381953000,0,0
B2,stage1_detector,200,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0090720006,0.0123565449,0.0000000000,0.0380057499,0.2796253561,0.0046951471,0,0.0396460000,0,0
B2,stage1_detector,201,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0141549347,0.0186618942,0.0000000000,0.0576188823,0.2529187803,0.0076629347,0,0.0395679000,0,0
B2,stage1_detector,202,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0259169778,0.0318078320,0.0000000000,0.1103010666,0.2689124321,0.0166880300,0,0.0393623000,0,0
B2,stage1_detector,203,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0528511481,0.0770624465,0.0000000000,0.2763012860,0.2249415486,0.0535945473,0,0.0425475000,0,0
B2,stage1_detector,204,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0935617363,0.1415877756,0.0006874731,0.4393439131,0.1698435688,0.1723704207,0,0.0457942000,0,0
B2,stage1_detector,205,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1034063179,0.1570969099,0.0015755583,0.4789510612,0.1208904769,0.3134152161,0,0.0532958000,0,0
B2,stage1_detector,206,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0964044537,0.1453898284,0.0038286245,0.4297891166,0.0781684636,0.5037216667,0,0.0494779000,0,0
B2,stage1_detector,207,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0799060765,0.1096894821,0.0077080463,0.3518282989,0.0513195508,0.6674465302,0,0.0521279000,0,0
B2,stage1_detector,208,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0608815225,0.0666768820,0.0108681485,0.2247151381,0.0335151491,0.8532557797,0,0.0538967000,0,0
B2,stage1_detector,209,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0540951155,0.0513361757,0.0108681485,0.1729333445,0.0287522621,0.9313961877,0,0.0560445000,0,0
B2,stage1_detector,210,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518142770,0.0453855681,0.0108681485,0.1487278721,0.0271759825,0.9958747188,0,0.0557481000,0,0
B2,stage1_detector,211,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518173588,0.0453474322,0.0108681485,0.1481163455,0.0271678794,0.9993834621,0,0.0583313000,0,0
B2,stage1_detector,212,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0001118819,0.0004876817,0.0000000000,0.0022376371,0.0500000000,0.0000560036,0,0.0368729000,0,0
B2,stage1_detector,213,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0030566725,0.0049617628,0.0000000000,0.0188345252,0.2710503186,0.0015399426,0,0.0426960000,0,0
B2,stage1_detector,214,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0280000296,0.0345962538,0.0000000000,0.1259209645,0.2654288878,0.0185927957,0,0.0413932000,0,0
B2,stage1_detector,215,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0461221807,0.0625582257,0.0000000000,0.2355527638,0.2436615658,0.0424330904,0,0.0413386000,0,0
B2,stage1_detector,216,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0620297672,0.0919658965,0.0000000000,0.3144443781,0.2251107525,0.0684135821,0,0.0451797000,0,0
B2,stage1_detector,217,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0775007231,0.1177505374,0.0003267173,0.3759227712,0.1912250551,0.1107891732,0,0.0506766000,0,0
B2,stage1_detector,218,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0982857901,0.1491384808,0.0008943015,0.4607858126,0.1555301231,0.2121017190,0,0.0498695000,0,0
B2,stage1_detector,219,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1034370610,0.1574910350,0.0019496544,0.4793679419,0.1186317879,0.3320729455,0,0.0566186000,0,0
B2,stage1_detector,220,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0964354787,0.1456570845,0.0037253829,0.4349879006,0.0781040499,0.5155153085,0,0.0547169000,0,0
B2,stage1_detector,221,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0881049730,0.1266706619,0.0061076615,0.3920985970,0.0619273041,0.6124777120,0,0.0530041000,0,0
B2,stage1_detector,222,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0397166000,0,0
B2,stage1_detector,223,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0394073000,0,0
B2,stage1_detector,224,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0374845000,0,0
B2,stage1_detector,225,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0400411000,0,0
B2,stage1_detector,226,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0376472000,0,0
B2,stage1_detector,227,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000574949,0.0002506143,0.0000000000,0.0011498973,0.0500000000,0.0000287640,0,0.0352116000,0,0
B2,stage1_detector,228,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0003021727,0.0007225512,0.0000000000,0.0022376371,0.1500000000,0.0001512399,0,0.0384276000,0,0
B2,stage1_detector,229,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0025934990,0.0040101484,0.0000000000,0.0143353914,0.3172908318,0.0013040612,0,0.0399540000,0,0
B2,stage1_detector,230,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0102621029,0.0137639900,0.0000000000,0.0428756237,0.2727148701,0.0053566569,0,0.0399176000,0,0
B2,stage1_detector,231,3.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0153951040,0.0197592082,0.0000000000,0.0588316914,0.2512963197,0.0085132117,0,0.0408429000,0,0
B2,stage1_detector,232,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0264711034,0.0328571615,0.0000000000,0.1156512959,0.2677674291,0.0171811875,0,0.0406829000,0,0
B2,stage1_detector,233,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0532711250,0.0770760335,0.0000000000,0.2747791953,0.2255524361,0.0543996705,0,0.0433524000,0,0
B2,stage1_detector,234,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0940846195,0.1424075803,0.0007317687,0.4421566546,0.1688182149,0.1754290442,0,0.0498150000,0,0
B2,stage1_detector,235,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1029478913,0.1575551700,0.0017091792,0.4823616622,0.1198310242,0.3220752027,0,0.0516015000,0,0
B2,stage1_detector,236,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0953089829,0.1433256223,0.0039188553,0.4280905398,0.0762487389,0.5115482919,0,0.0529274000,0,0
B2,stage1_detector,237,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0792300315,0.1076638885,0.0076644645,0.3450150471,0.0504265488,0.6752609510,0,0.0525394000,0,0
B2,stage1_detector,238,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0602076588,0.0653091626,0.0108681485,0.2194940901,0.0330381438,0.8576386598,0,0.0506054000,0,0
B2,stage1_detector,239,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0538355124,0.0507781073,0.0108681485,0.1709526537,0.0285824717,0.9346105306,0,0.0593972000,0,0
B2,stage1_detector,240,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518025451,0.0453600178,0.0108681485,0.1486530224,0.0271670034,0.9966666010,0,0.0576535000,0,0
B2,stage1_detector,241,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518181451,0.0453450470,0.0108681485,0.1481327820,0.0271679331,0.9995451684,0,0.0574286000,0,0
B2,stage1_detector,242,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0001365306,0.0004938234,0.0000000000,0.0022376371,0.1000000000,0.0000683310,0,0.0407371000,0,0
B2,stage1_detector,243,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0032617461,0.0049167835,0.0000000000,0.0177116543,0.2646824902,0.0016459257,0,0.0383482000,0,0
B2,stage1_detector,244,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0286269544,0.0353351933,0.0000000000,0.1281262538,0.2668171824,0.0192581893,0,0.0414458000,0,0
B2,stage1_detector,245,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0467253799,0.0634838646,0.0000000000,0.2379219475,0.2453197434,0.0434395866,0,0.0414776000,0,0
B2,stage1_detector,246,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0620498288,0.0925248929,0.0000734268,0.3144068303,0.2216512821,0.0695219447,0,0.0441637000,0,0
B2,stage1_detector,247,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0787182350,0.1186668745,0.0003015151,0.3803966006,0.1902284955,0.1147435214,0,0.0474332000,0,0
B2,stage1_detector,248,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0987303271,0.1495532819,0.0009176150,0.4636548223,0.1543217483,0.2175247717,0,0.0546674000,0,0
B2,stage1_detector,249,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1021653429,0.1572058159,0.0020573628,0.4818077365,0.1160253072,0.3331382935,0,0.0513087000,0,0
B2,stage1_detector,250,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0960528887,0.1449433690,0.0036670172,0.4356203696,0.0770714126,0.5239356298,0,0.0537759000,0,0
B2,stage1_detector,251,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0872098062,0.1247825919,0.0062758320,0.3886221967,0.0606250598,0.6192994390,0,0.0532597000,0,0
B2,stage1_detector,252,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0394641000,0,0
B2,stage1_detector,253,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0361970000,0,0
B2,stage1_detector,254,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0382972000,0,0
B2,stage1_detector,255,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0390131000,0,0
B2,stage1_detector,256,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0394296000,0,0
B2,stage1_detector,257,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000328623,0.0001432435,0.0000000000,0.0006572461,0.0500000000,0.0000164366,0,0.0390643000,0,0
B2,stage1_detector,258,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0004203000,0.0009037729,0.0000000000,0.0031401656,0.1750000000,0.0002104127,0,0.0394359000,0,0
B2,stage1_detector,259,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0025921129,0.0038855465,0.0000000000,0.0132074132,0.2574452786,0.0013051014,0,0.0398573000,0,0
B2,stage1_detector,260,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0103875358,0.0140764265,0.0000000000,0.0432198056,0.2698607072,0.0054195941,0,0.0401870000,0,0
B2,stage1_detector,261,3.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0155942801,0.0201877068,0.0000000000,0.0597739408,0.2497124725,0.0086044949,0,0.0408253000,0,0
B2,stage1_detector,262,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0296191033,0.0371154221,0.0000000000,0.1412264401,0.2591904563,0.0205248935,0,0.0400996000,0,0
B2,stage1_detector,263,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0596764014,0.0869311415,0.0000000000,0.2980519872,0.2271138347,0.0661707849,0,0.0438626000,0,0
B2,stage1_detector,264,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0969067655,0.1475380819,0.0008256556,0.4535829369,0.1570685646,0.2073894046,0,0.0501898000,0,0
B2,stage1_detector,265,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1012005584,0.1555499722,0.0023982370,0.4726095817,0.1067539997,0.3671506333,0,0.0533631000,0,0
B2,stage1_detector,266,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0906691710,0.1315436800,0.0054955959,0.4095856061,0.0659616214,0.5968729156,0,0.0558144000,0,0
B2,stage1_detector,267,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0730242003,0.0944542334,0.0094914844,0.3069329585,0.0441099553,0.7317788849,0,0.0556976000,0,0
B2,stage1_detector,268,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0568606702,0.0581259325,0.0108681485,0.1963662732,0.0306900750,0.8884273280,0,0.0574239000,0,0
B2,stage1_detector,269,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0528728368,0.0484207904,0.0108681485,0.1617989557,0.0279235198,0.9555261228,0,0.0592776000,0,0
B2,stage1_detector,270,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518386496,0.0453789483,0.0108681485,0.1482071863,0.0271792695,0.9996523363,0,0.0585508000,0,0
B2,stage1_detector,271,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518423969,0.0453813959,0.0108681485,0.1481282566,0.0271803151,0.9999936399,0,0.0570325000,0,0
B2,stage1_detector,272,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0002386584,0.0006115818,0.0000000000,0.0022376371,0.1500000000,0.0001194371,0,0.0386142000,0,0
B2,stage1_detector,273,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0065784548,0.0089049500,0.0000000000,0.0308255331,0.2914338711,0.0033548879,0,0.0400670000,0,0
