baseline_id,stage,candidate_id,gaussian_k,gaussian_sigma,median_k,canny_t1,canny_t2,sobel_k,threshold,erode_r,dilate_r,cc_area,cc_aspect,mean_f1,std_f1,min_f1,max_f1,mean_precision,mean_recall,invalid_images,elapsed_sec,stage_winner,final_winner
B0,stage1_full,88,7.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,170.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0547526499,0.0500215240,0.0108746357,0.1665830244,0.0288674962,0.9936190636,0,0.0030172000,0,0
B0,stage1_full,89,7.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,190.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0527875745,0.0468644483,0.0108681485,0.1543564597,0.0277257329,0.9981350646,0,0.0022654000,0,0
B0,stage1_full,90,7.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,210.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0520132312,0.0456430669,0.0108681485,0.1493099241,0.0272788560,0.9996294794,0,0.0025418000,0,0
B1,stage1_detector,91,3.0000000000,1.0000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0689508232,0.0801190214,0.0009672516,0.2800711041,0.0618328367,0.1147323824,0,0.0537295000,0,0
B1,stage1_detector,92,3.0000000000,1.0000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0825055188,0.1159868385,0.0006813411,0.3748421663,0.0676582894,0.2179288880,0,0.0455941000,0,0
B1,stage1_detector,93,3.0000000000,1.0000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0816186436,0.1222303762,0.0011540539,0.3857804704,0.0622229490,0.3162809056,0,0.0518542000,0,0
B1,stage1_detector,94,3.0000000000,1.0000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0812579013,0.1227020384,0.0021016421,0.3865752210,0.0583532143,0.4370673875,0,0.0478416000,0,0
B1,stage1_detector,95,3.0000000000,1.0000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0825749585,0.1221134395,0.0029235880,0.3747794808,0.0562585703,0.5530459703,0,0.0469164000,0,0
B1,stage1_detector,96,3.0000000000,1.5000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0700279587,0.0828252582,0.0011491611,0.2909715595,0.0610605368,0.1234371284,0,0.0394067000,0,0
B1,stage1_detector,97,3.0000000000,1.5000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0811180304,0.1151775158,0.0006212687,0.3770363101,0.0649630767,0.2279343311,0,0.0435234000,0,0
B1,stage1_detector,98,3.0000000000,1.5000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0814014669,0.1210640620,0.0010808474,0.3846066200,0.0606810595,0.3369401709,0,0.0506738000,0,0
B1,stage1_detector,99,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0827302396,0.1229377175,0.0023078197,0.3764274567,0.0581311336,0.4651394858,0,0.0491411000,1,0
B1,stage1_detector,100,3.0000000000,1.5000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0801634646,0.1186318626,0.0033115282,0.3616705448,0.0535574694,0.5707168572,0,0.0534010000,0,0
B1,stage1_detector,101,3.0000000000,2.0000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0705607023,0.0835549311,0.0006630201,0.2935166404,0.0607775637,0.1265029051,0,0.0434045000,0,0
B1,stage1_detector,102,3.0000000000,2.0000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0806928562,0.1142978666,0.0006193345,0.3703943534,0.0640573015,0.2303747525,0,0.0456258000,0,0
B1,stage1_detector,103,3.0000000000,2.0000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0811519609,0.1208922512,0.0011618267,0.3867661551,0.0599976717,0.3441673822,0,0.0464128000,0,0
B1,stage1_detector,104,3.0000000000,2.0000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0823076501,0.1218148572,0.0023251969,0.3741602570,0.0573532437,0.4771273283,0,0.0475350000,0,0
B1,stage1_detector,105,3.0000000000,2.0000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0814478881,0.1199748871,0.0035629575,0.3617151790,0.0540735713,0.5852065232,0,0.0504674000,0,0
B1,stage1_detector,106,5.0000000000,1.0000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0760380586,0.0919462085,0.0008183610,0.3260220019,0.0611872251,0.1570051397,0,0.0359634000,0,0
B1,stage1_detector,107,5.0000000000,1.0000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0800317161,0.1151100431,0.0006790219,0.3717088589,0.0606064143,0.2653100631,0,0.0449232000,0,0
B1,stage1_detector,108,5.0000000000,1.0000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0800526949,0.1189573673,0.0018474616,0.3719370647,0.0569732901,0.3973765767,0,0.0449988000,0,0
B1,stage1_detector,109,5.0000000000,1.0000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0805627704,0.1175864297,0.0027759994,0.3547769288,0.0540328924,0.5351248876,0,0.0460408000,0,0
B1,stage1_detector,110,5.0000000000,1.0000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0793573657,0.1149553922,0.0014867362,0.3515885681,0.0509979244,0.6265630053,0,0.0519659000,0,0
B1,stage1_detector,111,5.0000000000,1.5000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0747359631,0.0937787749,0.0014721544,0.3144198072,0.0538077375,0.2137062795,0,0.0426777000,0,0
B1,stage1_detector,112,5.0000000000,1.5000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0720408848,0.1080753078,0.0010894347,0.3422511217,0.0498682176,0.3191610721,0,0.0536103000,0,0
B1,stage1_detector,113,5.0000000000,1.5000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0744342125,0.1093800971,0.0019763766,0.3336853221,0.0485572779,0.5048762704,0,0.0525495000,0,0
B1,stage1_detector,114,5.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0715045920,0.1053905020,0.0009317444,0.3235191435,0.0445976056,0.6012388299,0,0.0568979000,0,0
B1,stage1_detector,115,5.0000000000,1.5000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0694353616,0.0948043930,0.0009440394,0.2969802845,0.0413233770,0.7108344707,0,0.0532722000,0,0
B1,stage1_detector,116,5.0000000000,2.0000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0699448224,0.0938416889,0.0021293869,0.3081091033,0.0495340932,0.2118014323,0,0.0446144000,0,0
B1,stage1_detector,117,5.0000000000,2.0000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0717091018,0.1081582049,0.0016874030,0.3328274261,0.0484630499,0.3638594497,0,0.0525888000,0,0
B1,stage1_detector,118,5.0000000000,2.0000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0711631150,0.1070193616,0.0009667429,0.3294113521,0.0454588731,0.5263912674,0,0.0498415000,0,0
B1,stage1_detector,119,5.0000000000,2.0000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0682178210,0.0976689085,0.0006578947,0.2995381168,0.0413578061,0.6433491532,0,0.0532021000,0,0
B1,stage1_detector,120,5.0000000000,2.0000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0656544390,0.0873316228,0.0005800994,0.2732692638,0.0381448143,0.7395660729,0,0.0554928000,0,0
B1,stage1_detector,121,7.0000000000,1.0000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0765076826,0.0926341782,0.0007685053,0.3240653893,0.0611776467,0.1611392392,0,0.0460303000,0,0
B1,stage1_detector,122,7.0000000000,1.0000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0797668750,0.1146036729,0.0007042456,0.3699401515,0.0600415749,0.2725270508,0,0.0495711000,0,0
B1,stage1_detector,123,7.0000000000,1.0000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0798400204,0.1187988372,0.0017431417,0.3719532384,0.0566138523,0.4023706741,0,0.0546335000,0,0
B1,stage1_detector,124,7.0000000000,1.0000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0806781444,0.1177730194,0.0027733290,0.3575962674,0.0538909214,0.5482806670,0,0.0532303000,0,0
B1,stage1_detector,125,7.0000000000,1.0000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0782907137,0.1125825212,0.0014932249,0.3481037780,0.0500436340,0.6364423198,0,0.0518174000,0,0
B1,stage1_detector,126,7.0000000000,1.5000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0701850901,0.0937998353,0.0017135220,0.3019402281,0.0482501582,0.2363085226,0,0.0463070000,0,0
B1,stage1_detector,127,7.0000000000,1.5000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0696051393,0.1051293909,0.0020213612,0.3165503490,0.0459665701,0.3878785630,0,0.0515328000,0,0
B1,stage1_detector,128,7.0000000000,1.5000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0695512301,0.1041578003,0.0007628735,0.3185990539,0.0436653913,0.5500050936,0,0.0539957000,0,0
B1,stage1_detector,129,7.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0669634896,0.0945128198,0.0007436266,0.2912860307,0.0399926927,0.6712913192,0,0.0425731000,0,0
B1,stage1_detector,130,7.0000000000,1.5000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0628879104,0.0857301687,0.0005693170,0.2656739812,0.0363424163,0.7156333408,0,0.0436213000,0,0
B1,stage1_detector,131,7.0000000000,2.0000000000,-1.0000000000,25.0000000000,50.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0658164994,0.0882946834,0.0027757911,0.2778041074,0.0420483108,0.3463122970,0,0.0454087000,0,0
B1,stage1_detector,132,7.0000000000,2.0000000000,-1.0000000000,50.0000000000,100.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0653890177,0.0944920646,0.0014426825,0.3007357353,0.0402589430,0.5298939838,0,0.0709883000,0,0
B1,stage1_detector,133,7.0000000000,2.0000000000,-1.0000000000,75.0000000000,150.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0628455279,0.0876022470,0.0009170501,0.2784974268,0.0369350893,0.6560087972,0,0.0516543000,0,0
B1,stage1_detector,134,7.0000000000,2.0000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0603808150,0.0777941496,0.0007410988,0.2386371273,0.0341945082,0.7521200588,0,0.0455780000,0,0
B1,stage1_detector,135,7.0000000000,2.0000000000,-1.0000000000,125.0000000000,250.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0548574798,0.0623150599,0.0009321080,0.2061017067,0.0299136346,0.8092587306,0,0.0452388000,0,0
B1,stage2_postprocess,136,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0522297057,0.0518228166,0.0081799798,0.1688424053,0.0278837831,0.8245800805,0,0.0487155000,0,0
B1,stage2_postprocess,137,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,1.0000000000,3.0000000000,0.0522614339,0.0518645011,0.0081783219,0.1689732370,0.0279001631,0.8250618437,0,0.0489467000,0,0
B1,stage2_postprocess,138,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,1.0000000000,5.0000000000,0.0522584975,0.0518595699,0.0081783219,0.1689646400,0.0278984145,0.8250618437,0,0.0559485000,0,0
B1,stage2_postprocess,139,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,3.0000000000,1.0000000000,0.0522298115,0.0518229784,0.0081799798,0.1688424053,0.0278838455,0.8245800805,0,0.0487627000,0,0
B1,stage2_postprocess,140,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,3.0000000000,3.0000000000,0.0522604478,0.0518663980,0.0081786534,0.1689753864,0.0278997712,0.8249616107,0,0.0474890000,0,0
B1,stage2_postprocess,141,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,3.0000000000,5.0000000000,0.0522575111,0.0518614658,0.0081786534,0.1689667892,0.0278980225,0.8249616107,0,0.0490016000,0,0
B1,stage2_postprocess,142,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,5.0000000000,1.0000000000,0.0522223058,0.0518209218,0.0081807261,0.1688424053,0.0278800108,0.8243788445,0,0.0551587000,0,0
B1,stage2_postprocess,143,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,5.0000000000,3.0000000000,0.0522496407,0.0518639571,0.0081796896,0.1689829096,0.0278943121,0.8246872568,0,0.0505031000,0,0
B1,stage2_postprocess,144,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,5.0000000000,5.0000000000,0.0522479527,0.0518613117,0.0081796896,0.1689829096,0.0278933136,0.8246872568,0,0.0510367000,0,0
B1,stage2_postprocess,145,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,10.0000000000,1.0000000000,0.0522176724,0.0518215973,0.0081810579,0.1688509989,0.0278776655,0.8242920800,0,0.0503960000,0,0
B1,stage2_postprocess,146,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,10.0000000000,3.0000000000,0.0522215423,0.0518302833,0.0081801457,0.1688370347,0.0278795371,0.8243512256,0,0.0515198000,0,0
B1,stage2_postprocess,147,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,0.0000000000,10.0000000000,5.0000000000,0.0522201322,0.0518279358,0.0081801457,0.1688370347,0.0278786994,0.8243512256,0,0.0490892000,0,0
B1,stage2_postprocess,148,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0054391695,0.0036628830,0.0006951210,0.0156529241,0.0155739804,0.1848458616,0,0.0500432000,0,0
B1,stage2_postprocess,149,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,1.0000000000,3.0000000000,0.0790012083,0.1164443880,0.0023905125,0.3553966522,0.0540283206,0.4685546248,0,0.0474548000,0,0
B1,stage2_postprocess,150,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,1.0000000000,5.0000000000,0.0756960031,0.1083389410,0.0023905125,0.3374483789,0.0502045842,0.4830645307,0,0.0455432000,0,0
B1,stage2_postprocess,151,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,3.0000000000,1.0000000000,0.0047368468,0.0032644985,0.0006610478,0.0130389879,0.0164401244,0.1836430213,0,0.0445554000,0,0
B1,stage2_postprocess,152,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,3.0000000000,3.0000000000,0.0809689501,0.1199159770,0.0023181567,0.3666369957,0.0561703325,0.4666473167,0,0.0458696000,0,0
B1,stage2_postprocess,153,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,3.0000000000,5.0000000000,0.0773649907,0.1113212167,0.0023181567,0.3474487710,0.0519265013,0.4811572225,0,0.0475156000,0,0
B1,stage2_postprocess,154,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,1.0000000000,0.0041660611,0.0032140865,0.0000000000,0.0118652620,0.0158718814,0.1828120316,0,0.0500733000,0,0
B1,stage2_postprocess,155,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0827302396,0.1229377175,0.0023078197,0.3764274567,0.0581311336,0.4651394858,0,0.0462521000,0,0
B1,stage2_postprocess,156,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,5.0000000000,0.0791210798,0.1144084407,0.0023078197,0.3580989057,0.0537670471,0.4793920090,0,0.0444824000,0,0
B1,stage2_postprocess,157,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,1.0000000000,0.0036728423,0.0033821835,0.0000000000,0.0118652620,0.0056791564,0.1824809973,0,0.0438751000,0,0
B1,stage2_postprocess,158,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,3.0000000000,0.0871842529,0.1306044082,0.0022664707,0.4019448947,0.0632399682,0.4626890998,0,0.0460832000,0,0
B1,stage2_postprocess,159,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,5.0000000000,0.0833199794,0.1217416130,0.0022664707,0.3835000505,0.0582893856,0.4769416231,0,0.0434504000,0,0
B1,stage2_postprocess,160,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,1.0000000000,1.0000000000,0.0077912928,0.0137213747,0.0001858425,0.0645161290,0.0697103868,0.1432600745,0,0.0428924000,0,0
B1,stage2_postprocess,161,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,1.0000000000,3.0000000000,0.0999790700,0.1538576181,0.0017814508,0.4756162440,0.1151742671,0.3259695960,0,0.0449860000,0,0
B1,stage2_postprocess,162,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,1.0000000000,5.0000000000,0.0986725168,0.1508834338,0.0017814508,0.4683803954,0.1102053687,0.3346663520,0,0.0424769000,0,0
B1,stage2_postprocess,163,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,3.0000000000,1.0000000000,0.0076982274,0.0136550272,0.0001734595,0.0643311115,0.1048225765,0.1431026673,0,0.0421709000,0,0
B1,stage2_postprocess,164,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,3.0000000000,3.0000000000,0.1012431108,0.1554767005,0.0017814602,0.4798280571,0.1185490560,0.3256012823,0,0.0455629000,0,0
B1,stage2_postprocess,165,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,3.0000000000,5.0000000000,0.0998296308,0.1524006540,0.0017814602,0.4724548259,0.1131915105,0.3342980384,0,0.0425513000,0,0
B1,stage2_postprocess,166,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,5.0000000000,1.0000000000,0.0073126595,0.0136732007,0.0000000000,0.0639987543,0.1096711367,0.1428071684,0,0.0430085000,0,0
B1,stage2_postprocess,167,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,5.0000000000,3.0000000000,0.1023023622,0.1567580669,0.0017814602,0.4830604051,0.1214936774,0.3251622117,0,0.0433455000,0,0
B1,stage2_postprocess,168,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,5.0000000000,5.0000000000,0.1010236422,0.1539132000,0.0017814602,0.4764276819,0.1164281347,0.3337746682,0,0.0430957000,0,0
B1,stage2_postprocess,169,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,10.0000000000,1.0000000000,0.0072022367,0.0136045619,0.0000000000,0.0636263908,0.1181486953,0.1427217836,0,0.0489923000,0,0
B1,stage2_postprocess,170,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,10.0000000000,3.0000000000,0.1051102176,0.1600442853,0.0017814602,0.4907828805,0.1296300926,0.3244717802,0,0.0434432000,1,1
B1,stage2_postprocess,171,3.0000000000,1.5000000000,-1.0000000000,100.0000000000,200.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,2.0000000000,10.0000000000,5.0000000000,0.1038643555,0.1573832199,0.0017814602,0.4850356510,0.1245172943,0.3329832347,0,0.0485327000,0,0
B2,stage1_detector,172,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0243815463,0.0296135430,0.0000000000,0.0993139053,0.2722119400,0.0152658850,0,0.1727610000,0,0
B2,stage1_detector,173,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0512317072,0.0737716593,0.0000000000,0.2668966792,0.2274484230,0.0510260483,0,0.0435831000,0,0
B2,stage1_detector,174,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0933561891,0.1404260577,0.0004588559,0.4359291750,0.1741886728,0.1596502891,0,0.0512861000,0,0
B2,stage1_detector,175,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1030835397,0.1569608771,0.0013437612,0.4825196850,0.1247642528,0.2919836754,0,0.0498947000,0,0
B2,stage1_detector,176,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0987673875,0.1501846023,0.0033203176,0.4440940909,0.0835452392,0.4757771067,0,0.0539149000,0,0
B2,stage1_detector,177,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0832219133,0.1153040412,0.0069551974,0.3670310041,0.0548721833,0.6509249575,0,0.0543714000,0,0
B2,stage1_detector,178,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0629579753,0.0710745333,0.0108283703,0.2411986948,0.0350335315,0.8393931513,0,0.0550882000,0,0
B2,stage1_detector,179,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0548185854,0.0529288837,0.0108681485,0.1786081334,0.0292425246,0.9204245722,0,0.0566009000,0,0
B2,stage1_detector,180,3.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0519292215,0.0455629996,0.0108681485,0.1494144269,0.0272474696,0.9938223724,0,0.0586725000,0,0
